text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
i'd like you to bring back the sound,unmute,en,,,,
hurtigt kør på,confirm,da,,,,
med det samme glem det,cancel,da,,,,
vil du venligst holde op,stop,da,,,,
could you please set volume to 0,setVolume,en,0,,,
yeah,confirm,en,,,,
spil favorit nummer ni,playFavoriteByNumber,da,,,9,
spil det sædvanlige nu,playDefault,da,,,,
vær venlig at sætte Mew på,playNamed,da,,,,
kunne du tilslutte kælderen,joinSpeaker,da,,,,
må jeg bede dig om at spille Kendrick Lamar,playNamed,da,,,,
skru ned med 10 hurtigt,volumeDown,da,,10,,
lige vær så venlig at genoptage,resume,da,,,,
what's saved as a favorite right away,listFavorites,en,,,,
hurtigt hvor er min telefon,unknown,da,,,,
sync to the upstairs speaker,joinSpeaker,en,,,,
i'd like you to play favorite 1,playFavoriteByNumber,en,,,1,
what stations do i have real quick,listFavorites,en,,,,
lige forkert,cancel,da,,,,
how was your day real quick,unknown,en,,,,
hurtigt stop den,stop,da,,,,
right away volume down 5,volumeDown,en,,5,,
what's in my favorites real quick,listFavorites,en,,,,
kan du venligst skrue ned,volumeDown,da,,,,
would you list my favorites,listFavorites,en,,,,
gør det sådan hurtigt,confirm,da,,,,
now read my latest email,unknown,en,,,,
kunne du venligst stoppe afspilningen,stop,da,,,,
keep the music going,resume,en,,,,
kan du forbinde med køkkenet,joinSpeaker,da,,,,
kast plat eller krone hurtigt,unknown,da,,,,
what's the temperature outside now,unknown,en,,,,
pause it,pause,en,,,,
kan du venligst afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
which favorites are there right away,listFavorites,en,,,,
med det samme gå alene,leaveSpeaker,da,,,,
definitely yes now,confirm,en,,,,
i need you to kill the sound,mute,en,,,,
right now hold the audio,pause,en,,,,
ophæv pause,resume,da,,,,
let it play right away,resume,en,,,,
would you mind to carry on,resume,en,,,,
stop helt nu,stop,da,,,,
hurtigt nemlig,confirm,da,,,,
turn it up by 30 real quick,volumeUp,en,,30,,
could you please play music,playDefault,en,,,,
could you kindly keep playing,resume,en,,,,
bare hvad har jeg som favoritter,listFavorites,da,,,,
go ahead and list my favorites right away,listFavorites,en,,,,
hvad er gemt som favoritter hurtigt,listFavorites,da,,,,
nu adskil højttaleren,leaveSpeaker,da,,,,
right now turn the sound back on,unmute,en,,,,
kan du slukke for musikken,stop,da,,,,
bare skru op med 10,volumeUp,da,,10,,
kan du venligst sætte på pause,pause,da,,,,
lige lyder fint,confirm,da,,,,
would you mind to keep playing,resume,en,,,,
må jeg bede dig om at stoppe afspilningen,stop,da,,,,
naturligvis,confirm,da,,,,
vær venlig at ændre lydstyrken til 70,setVolume,da,70,,,
i need you to put the volume at 1,setVolume,en,1,,,
nu gør det,confirm,da,,,,
vær venlig at liste mine favoritter,listFavorites,da,,,,
right away start playing again,resume,en,,,,
just don't do that,cancel,en,,,,
quickly unmute the speaker,unmute,en,,,,
vær venlig at sætte P1 på,playNamed,da,,,,
kunne du spille musik,playDefault,da,,,,
quickly volume down twenty-five,volumeDown,en,,25,,
right away resume from where it stopped,resume,en,,,,
volume fifty,setVolume,en,50,,,
could you please read out my favorites,listFavorites,en,,,,
can you pause it,pause,en,,,,
hurtigt skru ned 15,volumeDown,da,,15,,
synkroniser med badeværelset,joinSpeaker,da,,,,
would you please turn it up,volumeUp,en,,,,
skru ned med 25 hurtigt,volumeDown,da,,25,,
ville du venligst ændre lydstyrken til 75,setVolume,da,75,,,
i need you to put the volume at 30,setVolume,en,30,,,
vil du venligst skrue op,volumeUp,da,,,,
go on,resume,en,,,,
i need you to play NPR,playNamed,en,,,,NPR
i want you to continue right now,resume,en,,,,
hurtigt nej det er forkert,cancel,da,,,,
go ahead and mute the speaker,mute,en,,,,
would you please turn the sound back on,unmute,en,,,,
ja sikkert nu,confirm,da,,,,
sluk varmen hurtigt,unknown,da,,,,
nu jeg vil høre musik,playDefault,da,,,,
right now wait,pause,en,,,,
med det samme giv mig lyden tilbage,unmute,da,,,,
volume up 15 right away,volumeUp,en,,15,,
vil du afspille favorit nummer tre,playFavoriteByNumber,da,,,3,
kunne du forbinde med ovenpå,joinSpeaker,da,,,,
kunne du tænde lyden igen,unmute,da,,,,
jeg vil gerne have at du sætte lydstyrken til tredive,setVolume,da,30,,,
i want you to change the volume to 20,setVolume,en,20,,,
jo med det samme,confirm,da,,,,
vis mig et kort over paris,unknown,da,,,,
i want to hear Bob Dylan,playNamed,en,,,,Bob Dylan
shut up real quick,mute,en,,,,
now louder by 30,volumeUp,en,,30,,
stop det der,cancel,da,,,,
real quick continue playing,resume,en,,,,
play,playDefault,en,,,,
play what i was listening to right now,playDefault,en,,,,
right now decrease volume by 5,volumeDown,en,,5,,
nu lad musikken køre videre,resume,da,,,,
just i need you to carry on,resume,en,,,,
can you pause,pause,en,,,,
hurtigt fjern denne højttaler fra gruppen,leaveSpeaker,da,,,,
bump it up now,volumeUp,en,,,,
jeg vil bede dig om at afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
selvfølgelig hurtigt,confirm,da,,,,
real quick show me a map of paris,unknown,en,,,,
real quick quieter by 5,volumeDown,en,,5,,
list the favorites,listFavorites,en,,,,
could you please change the volume to sixty,setVolume,en,60,,,
vil du venligst pause afspilningen,pause,da,,,,
real quick that is correct,confirm,en,,,,
kunne du venligst indstille lydstyrken til 30,setVolume,da,30,,,
har jeg nogen nye beskeder,unknown,da,,,,
turn the music off right now,stop,en,,,,
gør lyden lavere nu,volumeDown,da,,,,
må jeg bede dig om at indstille lydstyrken til 60,setVolume,da,60,,,
spil classical,playNamed,da,,,,classical
kan du indstille lydstyrken til ti,setVolume,da,10,,,
what's in my favorites,listFavorites,en,,,,
sæt musikken på lydløs,mute,da,,,,
now translate hello to french,unknown,en,,,,
absolutely,confirm,en,,,,
i want you to bring back the sound,unmute,en,,,,
quieter by 5,volumeDown,en,,5,,
go ahead and play MØ,playNamed,en,,,,MØ
værsgo,confirm,da,,,,
skru ned 20 nu,volumeDown,da,,20,,
please keep playing,resume,en,,,,
nu hvad er stillingen i kampen,unknown,da,,,,
vær tavs,mute,da,,,,
i want you to set volume to 0,setVolume,en,0,,,
raise the volume by 5 right now,volumeUp,en,,5,,
quickly i need you to unpause,resume,en,,,,
kunne du venligst spille favorit to,playFavoriteByNumber,da,,,2,
vær venlig at ændre lydstyrken til firs,setVolume,da,80,,,
ville du afspille Bob Dylan,playNamed,da,,,,
vis hele listen,listFavorites,da,,,,
hvad er vejret i dag hurtigt,unknown,da,,,,
skru op med femogtyve nu,volumeUp,da,,25,,
kunne du venligst slukke for lyden,mute,da,,,,
let the music play right away,resume,en,,,,
stop nummeret med det samme,stop,da,,,,
ville du fjerne dæmpningen,unmute,da,,,,
would you please put the volume at seventy-five,setVolume,en,75,,,
hæv lydstyrken med femten,volumeUp,da,,15,,
can you put on Kim Larsen,playNamed,en,,,,Kim Larsen
how are you,unknown,en,,,,
nu lad os pause,pause,da,,,,
tilslut køkkenet,joinSpeaker,da,,,,
kan du venligst indstille lydstyrken til 20,setVolume,da,20,,,
kill it real quick,stop,en,,,,
med det samme er hoveddøren låst,unknown,da,,,,
right now do you have feelings,unknown,en,,,,
stop sharing,leaveSpeaker,en,,,,
increase volume right away,volumeUp,en,,,,
bare dæmp lyden,mute,da,,,,
i need you to change the volume to eighty,setVolume,en,80,,,
venligst vær så venlig at spille noget,playDefault,da,,,,
would you play favorite five,playFavoriteByNumber,en,,,5,
naviger hjem nu,unknown,da,,,,
freeze playback right away,pause,en,,,,
would you mind to change the volume to forty,setVolume,en,40,,,
favourite 1,playFavoriteByNumber,en,,,1,
gør det lidt højere hurtigt,volumeUp,da,,,,
right now go ahead and kill the music,stop,en,,,,
silence it,mute,en,,,,
musik tak,playDefault,da,,,,
could you please put on Volbeat,playNamed,en,,,,Volbeat
med det samme vær så venlig at skrue ned,volumeDown,da,,,,
skru op for lyden,volumeUp,da,,,,
now bring the sound back,unmute,en,,,,
right now turn it down by five,volumeDown,en,,5,,
skru op med 20,volumeUp,da,,20,,
del fra gruppen med det samme,leaveSpeaker,da,,,,
nu afbryd det,cancel,da,,,,
vil du venligst fortsætte,resume,da,,,,
can you please play favorite nine,playFavoriteByNumber,en,,,9,
nu vær tavs,mute,da,,,,
decrease volume right away,volumeDown,en,,,,
regner det i morgen,unknown,da,,,,
make it louder now,volumeUp,en,,,,
kan du gruppere med ovenpå,joinSpeaker,da,,,,
bare stop musikken,stop,da,,,,
venligst hvad hedder du,unknown,da,,,,
can you please make it louder,volumeUp,en,,,,
right away confirm,confirm,en,,,,
nu sæt en timer til ti minutter,unknown,da,,,,
i'd like you to disconnect right now,leaveSpeaker,en,,,,
play favourite nine,playFavoriteByNumber,en,,,9,
can you please mute,mute,en,,,,
fine real quick,confirm,en,,,,
back to music right away,resume,en,,,,
vær venlig at spille favorit otte,playFavoriteByNumber,da,,,8,
med det samme hold op med at spille,stop,da,,,,
må jeg bede dig om at afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
don't do it right away,cancel,en,,,,
just put something on,playDefault,en,,,,
i would like you to play number 4,playFavoriteByNumber,en,,,4,
vil du gruppere med soveværelset,joinSpeaker,da,,,,
real quick give me sound back,unmute,en,,,,
right away tell me a story,unknown,en,,,,
remove me from the group,leaveSpeaker,en,,,,
give me a riddle real quick,unknown,en,,,,
pick up where you left off,resume,en,,,,
turn off the heating,unknown,en,,,,
skip it now,cancel,en,,,,
read me the headlines right now,unknown,en,,,,
turn it up by 5 now,volumeUp,en,,5,,
nu tag en pause,pause,da,,,,
kunne du afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
kindly group with the patio,joinSpeaker,en,,,,
now pick a random number,unknown,en,,,,
would you restore the sound,unmute,en,,,,
jeg vil bede dig om at spille favorit tre,playFavoriteByNumber,da,,,3,
please make it quieter,volumeDown,en,,,,
sænk lydstyrken med 30,volumeDown,da,,30,,
fire up Miles Davis,playNamed,en,,,,Miles Davis
volume down 10 real quick,volumeDown,en,,10,,
kan du venligst sætte Jazz FM på,playNamed,da,,,,
kan du sætte lydstyrken til 80,setVolume,da,80,,,
play my favorite 3,playFavoriteByNumber,en,,,3,
afbryd lige,pause,da,,,,
what's today's date right now,unknown,en,,,,
kunne du venligst pause,pause,da,,,,
afspil,playDefault,da,,,,
ville du venligst spille favorit seks,playFavoriteByNumber,da,,,6,
i would like you to turn off the music,stop,en,,,,
nu stop helt,stop,da,,,,
kan du venligst skrue op,volumeUp,da,,,,
go ahead and carry on real quick,resume,en,,,,
ville du venligst starte musikken,playDefault,da,,,,
real quick end the music,stop,en,,,,
vil du skrue op for lyden,volumeUp,da,,,,
can you please put on Classic FM,playNamed,en,,,,Classic FM
ville du liste mine favoritter,listFavorites,da,,,,
what presets do i have,listFavorites,en,,,,
quickly lower it,volumeDown,en,,,,
now what's the weather like,unknown,en,,,,
now cancel,cancel,en,,,,
real quick turn it down by 15,volumeDown,en,,15,,
kunne du ophæve grupperingen,leaveSpeaker,da,,,,
vil du stoppe afspilningen,stop,da,,,,
jeg vil bede dig om at indstille lydstyrken til 70,setVolume,da,70,,,
that is correct now,confirm,en,,,,
would you set volume to 45,setVolume,en,45,,,
ville du venligst gruppere med haven,joinSpeaker,da,,,,
i want you to play favorite 4,playFavoriteByNumber,en,,,4,
i would like you to put on Genstart,playNamed,en,,,,Genstart
quickly name my favorites,listFavorites,en,,,,
right away stop the audio,stop,en,,,,
split højttaleren,leaveSpeaker,da,,,,
bare gør det ikke,cancel,da,,,,
vil du venligst afspille favorit nummer fem,playFavoriteByNumber,da,,,5,
vil du venligst afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
vær venlig at forbinde med badeværelset,joinSpeaker,da,,,,
would you please put the volume at 60,setVolume,en,60,,,
må jeg bede dig om at afspille favorit nummer tre,playFavoriteByNumber,da,,,3,
nu spil det sædvanlige,playDefault,da,,,,
vær venlig at forbinde med spisestuen,joinSpeaker,da,,,,
med det samme hold op med det,stop,da,,,,
what's the capital of france,unknown,en,,,,
fortsæt,resume,da,,,,
could you please pause the music,pause,en,,,,
right away show my favorites,listFavorites,en,,,,
kindly play favorite 9,playFavoriteByNumber,en,,,9,
decrease volume by 15 real quick,volumeDown,en,,15,,
favourite one,playFavoriteByNumber,en,,,1,
do you sleep,unknown,en,,,,
venligst sluk for lydløs,unmute,da,,,,
hurtigt lad os gøre det,confirm,da,,,,
lige spil hvad som helst,playDefault,da,,,,
can you play favorite two,playFavoriteByNumber,en,,,2,
turn it up by ten right away,volumeUp,en,,10,,
hurtigt læs mine favoritter op,listFavorites,da,,,,
quickly restore the sound,unmute,en,,,,
right away stop sharing,leaveSpeaker,en,,,,
let's hear the Miles Davis,playNamed,en,,,,Miles Davis
stil et quizspørgsmål,unknown,da,,,,
med det samme start afspilningen,playDefault,da,,,,
lad det spille videre,resume,da,,,,
spil mere,resume,da,,,,
please put on klassisk musik,playNamed,en,,,,klassisk musik
lige skru lidt op,volumeUp,da,,,,
vær venlig at spille P8 Jazz,playNamed,da,,,,
i want it muted right now,mute,en,,,,
venligst spil det igen,resume,da,,,,
nu sluk for musikken,stop,da,,,,
i would like you to put on Miles Davis,playNamed,en,,,,Miles Davis
kan du venligst ændre lydstyrken til tyve,setVolume,da,20,,,
could you kindly put the volume at 85,setVolume,en,85,,,
venligst lad os høre musik,playDefault,da,,,,
kan du afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
fint med det samme,confirm,da,,,,
don't right away,cancel,en,,,,
real quick go ahead and kill the sound,mute,en,,,,
could you put on P5,playNamed,en,,,,P5
could you play number four,playFavoriteByNumber,en,,,4,
kunne du stoppe musikken,stop,da,,,,
kunne du venligst spille favorit 2,playFavoriteByNumber,da,,,2,
would you mind to continue,resume,en,,,,
can you please change the volume to fifty,setVolume,en,50,,,
jeg vil bede dig om at afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
i want you to set volume to 20,setVolume,en,20,,,
lydniveau 70,setVolume,da,70,,,
play together with the hallway,joinSpeaker,en,,,,
vær venlig at gøre det højere,volumeUp,da,,,,
i'd like you to set volume to 40,setVolume,en,40,,,
niveau nul,setVolume,da,0,,,
ville du venligst spille videre,resume,da,,,,
volume up 20 right away,volumeUp,en,,20,,
turn down the volume right now,volumeDown,en,,,,
play the Taylor Swift,playNamed,en,,,,Taylor Swift
jeg vil bede dig om at afspille BBC Radio 1,playNamed,da,,,,
sure thing,confirm,en,,,,
could you please put on classical,playNamed,en,,,,classical
can you please unmute,unmute,en,,,,
right away i'd like you to pause it,pause,en,,,,
hurtigt afspil,playDefault,da,,,,
just mute the song,mute,en,,,,
vil du venligst sætte Mads og Monopolet på,playNamed,da,,,,
jeg vil bede dig om at sætte lydstyrken til femten,setVolume,da,15,,,
ville du venligst slukke for lyden,mute,da,,,,
quickly separate this speaker,leaveSpeaker,en,,,,
confirm,confirm,en,,,,
vis favoritter,listFavorites,da,,,,
jeg vil gerne have at du ændre lydstyrken til 90,setVolume,da,90,,,
could you set volume to ninety,setVolume,en,90,,,
i need you to play favorite 7,playFavoriteByNumber,en,,,7,
show favourites right away,listFavorites,en,,,,
i want music right away,playDefault,en,,,,
please play number 4,playFavoriteByNumber,en,,,4,
vær så venlig at ophæve pausen,resume,da,,,,
grupper med terrassen,joinSpeaker,da,,,,
min favoritliste,listFavorites,da,,,,
volume up 20,volumeUp,en,,20,,
med det samme list mine favoritter,listFavorites,da,,,,
forbind med terrassen,joinSpeaker,da,,,,
med det samme okay tak,confirm,da,,,,
resume playing,resume,en,,,,
stop the track,stop,en,,,,
kan du venligst gruppere med soveværelset,joinSpeaker,da,,,,
jeg vil bede dig om at indstille lydstyrken til fyrre,setVolume,da,40,,,
i need you to start playing right now,playDefault,en,,,,
ville du vise mine favoritter,listFavorites,da,,,,
silence,mute,en,,,,
venligst vent nej,cancel,da,,,,
lidt højere,volumeUp,da,,,,
med det samme ophæv grupperingen,leaveSpeaker,da,,,,
bare lidt mere stille,volumeDown,da,,,,
mute it,mute,en,,,,
i need a pause right away,pause,en,,,,
sænk lydstyrken med 15,volumeDown,da,,15,,
right now i need you to stop playing,stop,en,,,,
link to the hallway,joinSpeaker,en,,,,
be silent,mute,en,,,,
could you please change the volume to twenty-five,setVolume,en,25,,,
frakobl,leaveSpeaker,da,,,,
kan du afspille favorit nummer 8,playFavoriteByNumber,da,,,8,
restore the volume right now,unmute,en,,,,
go ahead and play Genstart,playNamed,en,,,,Genstart
med det samme gør det,confirm,da,,,,
dæmp musikken,mute,da,,,,
venligst drop det,cancel,da,,,,
i would like you to stop playing,stop,en,,,,
kindly play favorite seven,playFavoriteByNumber,en,,,7,
do not,cancel,en,,,,
med det samme fortæl mig mine favoritter,listFavorites,da,,,,
ville du spille morgenmusik,playNamed,da,,,,
må jeg bede dig om at stoppe musikken,stop,da,,,,
would you group with the dining room,joinSpeaker,en,,,,
tag pausen af nu,resume,da,,,,
kunne du venligst gøre det lavere,volumeDown,da,,,,
quickly i need you to keep playing,resume,en,,,,
ville du gruppere med køkkenet,joinSpeaker,da,,,,
quickly i need you to play music,playDefault,en,,,,
ville du tilslutte spisestuen,joinSpeaker,da,,,,
yes let's right away,confirm,en,,,,
right now restore audio,unmute,en,,,,
stop den handling,cancel,da,,,,
please put the volume at 95,setVolume,en,95,,,
silence the speaker real quick,mute,en,,,,
i'd like you to restore the sound,unmute,en,,,,
bare adskil dig,leaveSpeaker,da,,,,
stop right away,stop,en,,,,
afsynkroniser højttaleren hurtigt,leaveSpeaker,da,,,,
connect to the hallway,joinSpeaker,en,,,,
could you please group with the patio,joinSpeaker,en,,,,
med det samme spil det jeg hørte sidst,playDefault,da,,,,
just turn off the music,stop,en,,,,
real quick silence it,mute,en,,,,
turn off the speaker,stop,en,,,,
show favourites,listFavorites,en,,,,
skru op med 30 nu,volumeUp,da,,30,,
hvem vandt i går,unknown,da,,,,
mute the music now,mute,en,,,,
vil du ændre lydstyrken til 85,setVolume,da,85,,,
increase volume by 20,volumeUp,en,,20,,
kunne du ophæve pausen,resume,da,,,,
i'd like you to play favorite 4,playFavoriteByNumber,en,,,4,
real quick yeah,confirm,en,,,,
nu start musikken,playDefault,da,,,,
i want you to pause it,pause,en,,,,
vær så venlig at stoppe hurtigt,stop,da,,,,
turn it down,volumeDown,en,,,,
tell me a story real quick,unknown,en,,,,
now that is correct,confirm,en,,,,
i want you to play Bob Dylan,playNamed,en,,,,Bob Dylan
i want you to put on Daft Punk,playNamed,en,,,,Daft Punk
good night,unknown,en,,,,
kunne du venligst sætte på pause,pause,da,,,,
nu negativ,cancel,da,,,,
right away show me what's saved,listFavorites,en,,,,
vær venlig at genoptage,resume,da,,,,
må jeg bede dig om at afspille musik,playDefault,da,,,,
real quick back out,cancel,en,,,,
vil du venligst afspille P8 Jazz,playNamed,da,,,,
quickly agreed yes,confirm,en,,,,
må jeg bede dig om at indstille lydstyrken til 35,setVolume,da,35,,,
right now go ahead and kill the sound,mute,en,,,,
would you please read out my favorites,listFavorites,en,,,,
kunne du afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
hurtigt hvordan staves nødvendig,unknown,da,,,,
could you please put on Coldplay,playNamed,en,,,,Coldplay
pause sangen nu,pause,da,,,,
med det samme højere med 5,volumeUp,da,,5,,
kan du venligst afspille favorit nummer 8,playFavoriteByNumber,da,,,8,
now play the last thing,playDefault,en,,,,
bare stop,stop,da,,,,
jeg vil bede dig om at spille morning playlist,playNamed,da,,,,
vær så venlig at holde pause hurtigt,pause,da,,,,
silence the speaker right now,mute,en,,,,
start Mew,playNamed,da,,,,Mew
musik tak nu,playDefault,da,,,,
tilslut terrassen,joinSpeaker,da,,,,
stop the mute right away,unmute,en,,,,
lige ja det er fint,confirm,da,,,,
real quick lower the volume by 5,volumeDown,en,,5,,
go ahead and end the music,stop,en,,,,
that is correct real quick,confirm,en,,,,
lige mute,mute,da,,,,
i would like you to pause,pause,en,,,,
right now forget that,cancel,en,,,,
i would like you to change the volume to 90,setVolume,en,90,,,
actually never mind right now,cancel,en,,,,
få det til at stoppe,stop,da,,,,
i'd like you to join the basement,joinSpeaker,en,,,,
fire up some music real quick,playDefault,en,,,,
that's not right real quick,cancel,en,,,,
spil nummer 1,playFavoriteByNumber,da,,,1,
ikke alligevel,cancel,da,,,,
afspil favorit nummer 6,playFavoriteByNumber,da,,,6,
would you please restore the sound,unmute,en,,,,
nu sænk volumen,volumeDown,da,,,,
tilføj soveværelset,joinSpeaker,da,,,,
vil du ændre lydstyrken til tredive,setVolume,da,30,,,
kan du venligst slukke for lyden,mute,da,,,,
real quick volume down,volumeDown,en,,,,
now how cold is it,unknown,en,,,,
please continue,resume,en,,,,
play music right away,playDefault,en,,,,
quickly wait no,cancel,en,,,,
when does the sun rise,unknown,en,,,,
right away volume up 5,volumeUp,en,,5,,
shut off the music,stop,en,,,,
go ahead and pause now,pause,en,,,,
could you please show me my favorites,listFavorites,en,,,,
now go ahead and mute,mute,en,,,,
med det samme vær så venlig at skrue op,volumeUp,da,,,,
just i'd like you to start playing,playDefault,en,,,,
lige lavere med 10,volumeDown,da,,10,,
må jeg bede dig om at spille favorit syv,playFavoriteByNumber,da,,,7,
kan du venligst pause musikken,pause,da,,,,
smid noget musik på,playDefault,da,,,,
ville du venligst fjerne lydløs,unmute,da,,,,
i need you to silence it,mute,en,,,,
sluk for sangen hurtigt,stop,da,,,,
gør det lavere,volumeDown,da,,,,
vil du gruppere med kontoret,joinSpeaker,da,,,,
turn the sound back on right now,unmute,en,,,,
i want you to play favorite 2,playFavoriteByNumber,en,,,2,
med det samme hvad står der på min favoritliste,listFavorites,da,,,,
go independent,leaveSpeaker,en,,,,
kunne du afspille musik,playDefault,da,,,,
start Genstart,playNamed,en,,,,Genstart
vær venlig at pause afspilningen,pause,da,,,,
quickly i want you to pause it,pause,en,,,,
please turn the sound back on,unmute,en,,,,
vær så venlig at sætte afslapningsmusik på,playNamed,da,,,,
start klassisk,playNamed,da,,,,klassisk
hurtigt værsgo,confirm,da,,,,
right now play some tunes,playDefault,en,,,,
højere med tredive,volumeUp,da,,30,,
jeg vil gerne have at du sætte på pause,pause,da,,,,
now i'd like you to pause,pause,en,,,,
cancel the action right now,cancel,en,,,,
real quick no thanks,cancel,en,,,,
cut audio,mute,en,,,,
kunne du sætte lydstyrken til 99,setVolume,da,99,,,
vil du adskille højttaleren,leaveSpeaker,da,,,,
could you play electronic,playNamed,en,,,,electronic
med det samme tilbage til lyd,unmute,da,,,,
quickly resume the track,resume,en,,,,
play in sync,joinSpeaker,en,,,,
please put the volume at sixty,setVolume,en,60,,,
no thanks,cancel,en,,,,
play with the patio,joinSpeaker,en,,,,
ville du pause musikken,pause,da,,,,
jeg vil gerne have at du indstille lydstyrken til 75,setVolume,da,75,,,
real quick play more,resume,en,,,,
vær venlig at forlade gruppen,leaveSpeaker,da,,,,
quickly wait,pause,en,,,,
real quick the favorites list,listFavorites,en,,,,
tag en pause nu,pause,da,,,,
right now i need you to pause it,pause,en,,,,
will it snow this weekend,unknown,en,,,,
enough already,stop,en,,,,
med det samme sæt afspilningen på pause,pause,da,,,,
help me with my homework real quick,unknown,en,,,,
now put on a song,playDefault,en,,,,
kunne du venligst ændre lydstyrken til fem,setVolume,da,5,,,
just go ahead and lower the volume,volumeDown,en,,,,
i'd like to hear NPR,playNamed,en,,,,NPR
put on BBC Radio 4,playNamed,en,,,,BBC Radio 4
i would like you to restore the sound,unmute,en,,,,
ville du venligst sætte Coldplay på,playNamed,da,,,,
now end it,stop,en,,,,
i need you to ungroup,leaveSpeaker,en,,,,
sæt lydstyrken til 20,setVolume,da,20,,,
bare vær så venlig at afslutte musikken,stop,da,,,,
quickly i want you to keep playing,resume,en,,,,
go ahead and join the dining room,joinSpeaker,en,,,,
now turn it down by 20,volumeDown,en,,20,,
text my wife,unknown,en,,,,
just turn it up by 15,volumeUp,en,,15,,
venligst skru op med tyve,volumeUp,da,,20,,
i'd like you to play number 2,playFavoriteByNumber,en,,,2,
put on Adele,playNamed,en,,,,Adele
stop pausen hurtigt,resume,da,,,,
turn it up real quick,volumeUp,en,,,,
would you turn the sound back on,unmute,en,,,,
lower the volume by 15 now,volumeDown,en,,15,,
louder by 15,volumeUp,en,,15,,
please play number 6,playFavoriteByNumber,en,,,6,
i want you to disconnect,leaveSpeaker,en,,,,
negative real quick,cancel,en,,,,
nu fortæl mig en sjov kendsgerning,unknown,da,,,,
go ahead and stop the music,stop,en,,,,
go ahead and resume real quick,resume,en,,,,
now pause the music,pause,en,,,,
vil du venligst vise mine favoritter,listFavorites,da,,,,
lige fortæl en vittighed,unknown,da,,,,
play favorite number seven,playFavoriteByNumber,en,,,7,
lower the volume by 10 now,volumeDown,en,,10,,
play the last thing,playDefault,en,,,,
nu fjern mute,unmute,da,,,,
mute it real quick,mute,en,,,,
volume level 45,setVolume,en,45,,,
go ahead and play favorite 9,playFavoriteByNumber,en,,,9,
give me the Nova FM,playNamed,en,,,,Nova FM
right now sure thing,confirm,en,,,,
would you please play music,playDefault,en,,,,
quickly remind me to buy milk,unknown,en,,,,
kan du forbinde med stuen,joinSpeaker,da,,,,
just increase volume by 30,volumeUp,en,,30,,
afbryd nu,cancel,da,,,,
vær så venlig at pause afspilningen,pause,da,,,,
show me my favorites real quick,listFavorites,en,,,,
real quick no that's wrong,cancel,en,,,,
nu send en besked til peter,unknown,da,,,,
jeg vil bede dig om at afslutte musikken,stop,da,,,,
now back out of that,cancel,en,,,,
would you please unpause,resume,en,,,,
med det samme vis hele listen,listFavorites,da,,,,
just turn it up,volumeUp,en,,,,
venligst sluk for det,stop,da,,,,
quickly i would like you to pause,pause,en,,,,
hurtigt skønt,confirm,da,,,,
sæt en sang på hurtigt,playDefault,da,,,,
forkert,cancel,da,,,,
nu sluk,stop,da,,,,
ville du venligst spille This American Life,playNamed,da,,,,
list mine stationer hurtigt,listFavorites,da,,,,
real quick cease playback,stop,en,,,,
could you kindly join the patio,joinSpeaker,en,,,,
quickly correct,confirm,en,,,,
må jeg bede dig om at slukke for musikken,stop,da,,,,
remove this speaker,leaveSpeaker,en,,,,
now turn it up by five,volumeUp,en,,5,,
kunne du venligst afspille favorit nummer 8,playFavoriteByNumber,da,,,8,
i would like you to join the bathroom,joinSpeaker,en,,,,
hurtigt hvad er klokken,unknown,da,,,,
lige stop lydløs,unmute,da,,,,
tilslut til ovenpå,joinSpeaker,da,,,,
just quieter by 20,volumeDown,en,,20,,
skru op med femten nu,volumeUp,da,,15,,
bare forlad gruppen,leaveSpeaker,da,,,,
please play favorite six,playFavoriteByNumber,en,,,6,
venligst hvad har jeg på listen,listFavorites,da,,,,
sæt på pause,pause,da,,,,
quickly lower the volume by 25,volumeDown,en,,25,,
afspil favorit nummer 2,playFavoriteByNumber,da,,,2,
quickly unsync this,leaveSpeaker,en,,,,
quickly exit mute,unmute,en,,,,
quickly turn it up by thirty,volumeUp,en,,30,,
make the music stop now,stop,en,,,,
would you put on some music,playDefault,en,,,,
real quick that's wrong,cancel,en,,,,
vær venlig at læse mine favoritter op,listFavorites,da,,,,
kindly put the volume at 5,setVolume,en,5,,,
would you please play number 7,playFavoriteByNumber,en,,,7,
hurtigt ophæv dæmpningen,unmute,da,,,,
just mute it,mute,en,,,,
start P4,playNamed,da,,,,P4
could you kindly play favorite 6,playFavoriteByNumber,en,,,6,
increase the volume real quick,volumeUp,en,,,,
spil favorit nummer 5,playFavoriteByNumber,da,,,5,
må jeg bede dig om at skrue ned for lyden,volumeDown,da,,,,
could you please kill the sound,mute,en,,,,
right now decrease volume,volumeDown,en,,,,
skru ned 20,volumeDown,da,,20,,
forget about it,cancel,en,,,,
kan du venligst gøre det højere,volumeUp,da,,,,
leave the group now,leaveSpeaker,en,,,,
fine by me now,confirm,en,,,,
