text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
could you kindly play number two,playFavoriteByNumber,en,,,2,
real quick goodbye,unknown,en,,,,
hvor er det nærmeste apotek med det samme,unknown,da,,,,
pause the speaker right now,pause,en,,,,
would you please separate this speaker,leaveSpeaker,en,,,,
afbryd handlingen hurtigt,cancel,da,,,,
i'd like you to hold the music,pause,en,,,,
kunne du venligst fjerne lydløs,unmute,da,,,,
stop bare,stop,da,,,,
højere med 5 med det samme,volumeUp,da,,5,,
i'd like you to put on a song,playDefault,en,,,,
forlad klyngen,leaveSpeaker,da,,,,
can you play favorite 6,playFavoriteByNumber,en,,,6,
vær venlig at ophæve grupperingen,leaveSpeaker,da,,,,
ville du afspille favorit nummer 7,playFavoriteByNumber,da,,,7,
just which favorites are saved,listFavorites,en,,,,
could you kindly silence it,mute,en,,,,
would you set volume to 40,setVolume,en,40,,,
play in sync,joinSpeaker,en,,,,
turn it down by 10,volumeDown,en,,10,,
ville du venligst afspille favorit nummer syv,playFavoriteByNumber,da,,,7,
bare skru ned med 30,volumeDown,da,,30,,
vil du slå lyden fra,mute,da,,,,
lad os ikke,cancel,da,,,,
med det samme list mine favoritter,listFavorites,da,,,,
could you kindly group with the patio,joinSpeaker,en,,,,
quickly bring sound back,unmute,en,,,,
godnat nu,unknown,da,,,,
real quick navigate home,unknown,en,,,,
venligst farvel,unknown,da,,,,
link to the patio,joinSpeaker,en,,,,
start morgenmusik,playNamed,en,,,,morgenmusik
play my usual right away,playDefault,en,,,,
kast plat eller krone hurtigt,unknown,da,,,,
could you kindly play klassisk,playNamed,en,,,,klassisk
afbryd forbindelsen,leaveSpeaker,da,,,,
sluk for lydløs med det samme,unmute,da,,,,
jeg vil bede dig om at spille favorit tre,playFavoriteByNumber,da,,,3,
i'd like you to restore the sound,unmute,en,,,,
would you mind to separate this speaker,leaveSpeaker,en,,,,
hvilken dag er det,unknown,da,,,,
med det samme hæv lydstyrken med femogtyve,volumeUp,da,,25,,
real quick play some tunes,playDefault,en,,,,
real quick agreed,confirm,en,,,,
jeg vil bede dig om at læse mine favoritter op,listFavorites,da,,,,
jeg vil gerne have at du skrue op for lyden,volumeUp,da,,,,
spil samtidig med køkkenet,joinSpeaker,da,,,,
spil alene,leaveSpeaker,da,,,,
med det samme frakobl denne højttaler,leaveSpeaker,da,,,,
kan du gruppere med terrassen,joinSpeaker,da,,,,
queue up music real quick,playDefault,en,,,,
play my favorite 3,playFavoriteByNumber,en,,,3,
play with the bedroom,joinSpeaker,en,,,,
would you put on Daft Punk,playNamed,en,,,,Daft Punk
okay right away,confirm,en,,,,
tell me a story real quick,unknown,en,,,,
make it louder now,volumeUp,en,,,,
med det samme spil mine sange,playDefault,da,,,,
højere med femogtyve med det samme,volumeUp,da,,25,,
sænk lydstyrken med tyve,volumeDown,da,,20,,
værsgod,confirm,da,,,,
would you silence it,mute,en,,,,
remove me from the group now,leaveSpeaker,en,,,,
ville du venligst afslutte musikken,stop,da,,,,
skru ned med 10 med det samme,volumeDown,da,,10,,
ville du sætte electronic på,playNamed,da,,,,
right now any breaking news,unknown,en,,,,
i need you to silence it real quick,mute,en,,,,
klart ja hurtigt,confirm,da,,,,
venligst stille,mute,da,,,,
real quick set an alarm for seven am,unknown,en,,,,
alright,confirm,en,,,,
ville du indstille lydstyrken til 1,setVolume,da,1,,,
kunne du skrue op for lyden,volumeUp,da,,,,
can you please set volume to 40,setVolume,en,40,,,
right away don't do it,cancel,en,,,,
ville du venligst tilslutte kælderen,joinSpeaker,da,,,,
wait a second real quick,pause,en,,,,
hurtigt nemlig,confirm,da,,,,
what's the news real quick,unknown,en,,,,
vær venlig at spille favorit 4,playFavoriteByNumber,da,,,4,
lower the volume by 30 right now,volumeDown,en,,30,,
right away decrease volume by 30,volumeDown,en,,30,,
play my eight favorite,playFavoriteByNumber,en,,,8,
sæt musikken på lydløs,mute,da,,,,
alright right away,confirm,en,,,,
jeg vil bede dig om at dæmpe lyden,mute,da,,,,
raise the volume,volumeUp,en,,,,
ville du skrue op,volumeUp,da,,,,
er hoveddøren låst,unknown,da,,,,
mute everything real quick,mute,en,,,,
midlertidig stop nu,pause,da,,,,
venligst hvilke favoritter er der,listFavorites,da,,,,
lower the volume by 5,volumeDown,en,,5,,
vil du venligst skrue op for lyden,volumeUp,da,,,,
lige højere med 10,volumeUp,da,,10,,
bare sænk lydstyrken med fem,volumeDown,da,,5,,
må jeg bede dig om at indstille lydstyrken til 35,setVolume,da,35,,,
could you play number four,playFavoriteByNumber,en,,,4,
i want to hear the jazz,playNamed,en,,,,jazz
list the favorites now,listFavorites,en,,,,
bare skru op med 20,volumeUp,da,,20,,
pause nummeret,pause,da,,,,
turn it up by five,volumeUp,en,,5,,
kunne du venligst sætte Pop FM på,playNamed,da,,,,
resume the music,resume,en,,,,
right now play whatever was on,playDefault,en,,,,
right now lower the volume by 30,volumeDown,en,,30,,
bare skru ned med tyve,volumeDown,da,,20,,
jeg vil gerne have at du gruppere med ovenpå,joinSpeaker,da,,,,
nu hvor er min telefon,unknown,da,,,,
hold op med det,stop,da,,,,
hvem har lavet dig,unknown,da,,,,
can you please play number 7,playFavoriteByNumber,en,,,7,
lige lavere med tyve,volumeDown,da,,20,,
hvem har lavet dig hurtigt,unknown,da,,,,
sæt P3,playNamed,da,,,,P3
no thank you,cancel,en,,,,
i want sound back now,unmute,en,,,,
tænd lyden igen med det samme,unmute,da,,,,
would you mind to turn off the music,stop,en,,,,
vil du venligst ændre lydstyrken til fem,setVolume,da,5,,,
resume from where it stopped right away,resume,en,,,,
venligst afbryd alt,cancel,da,,,,
fortryd det nu,cancel,da,,,,
stop den handling nu,cancel,da,,,,
please set volume to 40,setVolume,en,40,,,
nu afspil,playDefault,da,,,,
unpause it,resume,en,,,,
would you please play number nine,playFavoriteByNumber,en,,,9,
put on favorite one,playFavoriteByNumber,en,,,1,
right away kill the audio,mute,en,,,,
leave the others real quick,leaveSpeaker,en,,,,
kan du venligst spille med soveværelset,joinSpeaker,da,,,,
right now go ahead and play music,playDefault,en,,,,
ville du venligst sætte morning playlist på,playNamed,da,,,,
just i need a pause,pause,en,,,,
lige skru op 20,volumeUp,da,,20,,
med det samme fortæl mig mine favoritter,listFavorites,da,,,,
i need you to ungroup,leaveSpeaker,en,,,,
favorit nummer 8,playFavoriteByNumber,da,,,8,
could you play with the kitchen,joinSpeaker,en,,,,
just fine yes,confirm,en,,,,
quickly begin playing,playDefault,en,,,,
vær venlig at gruppere med kontoret,joinSpeaker,da,,,,
med det samme hvilke favoritter er der,listFavorites,da,,,,
vær så venlig at afspille jazz,playNamed,da,,,,
kør bare på nu,confirm,da,,,,
i would like you to change the volume to 90,setVolume,en,90,,,
add me to the patio,joinSpeaker,en,,,,
hurtigt sæt lidt musik på,playDefault,da,,,,
increase volume,volumeUp,en,,,,
nu skru ned med ti,volumeDown,da,,10,,
that's enough right now,stop,en,,,,
what stations are saved now,listFavorites,en,,,,
would you mind to play Adele,playNamed,en,,,,Adele
vær venlig at slå lyden fra,mute,da,,,,
nu jeg bekræfter,confirm,da,,,,
skru op 25 nu,volumeUp,da,,25,,
i would like you to disconnect,leaveSpeaker,en,,,,
kan du spille favorit syv,playFavoriteByNumber,da,,,7,
jeg vil bede dig om at spille noget,playDefault,da,,,,
bare det er rigtigt,confirm,da,,,,
right now turn the volume down,volumeDown,en,,,,
right away go ahead,confirm,en,,,,
nu spil for dig selv,leaveSpeaker,da,,,,
vær venlig at afspille favorit nummer seks,playFavoriteByNumber,da,,,6,
could you kindly change the volume to 60,setVolume,en,60,,,
stop det der,cancel,da,,,,
real quick split this speaker off,leaveSpeaker,en,,,,
right now no more music,stop,en,,,,
what's the capital of france,unknown,en,,,,
what presets do i have real quick,listFavorites,en,,,,
i need you to play favorite 7,playFavoriteByNumber,en,,,7,
nemlig,confirm,da,,,,
right now pause this,pause,en,,,,
volume down thirty,volumeDown,en,,30,,
kunne du sætte musik på,playDefault,da,,,,
quickly unmute the speaker,unmute,en,,,,
jeg vil bede dig om at liste mine favoritter,listFavorites,da,,,,
now i'd like you to disconnect,leaveSpeaker,en,,,,
now i need you to carry on,resume,en,,,,
how cold is it,unknown,en,,,,
add the upstairs speaker to the group,joinSpeaker,en,,,,
could you join the office,joinSpeaker,en,,,,
please list my favorites,listFavorites,en,,,,
lower the volume by 10 now,volumeDown,en,,10,,
vil du liste mine favoritter,listFavorites,da,,,,
negativ,cancel,da,,,,
yeah okay,confirm,en,,,,
bekræft,confirm,da,,,,
right now what are my favorites,listFavorites,en,,,,
would you turn it down,volumeDown,en,,,,
ville du sætte lydstyrken til 80,setVolume,da,80,,,
kobl sammen med stuen,joinSpeaker,da,,,,
real quick i want you to stop,stop,en,,,,
spil favorit nummer 5,playFavoriteByNumber,da,,,5,
hurtigt lavere med 20,volumeDown,da,,20,,
i need silence,mute,en,,,,
kan du spille P3,playNamed,da,,,,
nu ikke gør det,cancel,da,,,,
sæt ambient music,playNamed,da,,,,ambient music
now i'd like you to ungroup,leaveSpeaker,en,,,,
fortsæt musikken,resume,da,,,,
afspil musik hurtigt,playDefault,da,,,,
i'd like you to stop,stop,en,,,,
raise the volume by 5 right now,volumeUp,en,,5,,
real quick remove this speaker,leaveSpeaker,en,,,,
lavere med femogtyve,volumeDown,da,,25,,
venligst det er forkert,cancel,da,,,,
right away what's on the favorites list,listFavorites,en,,,,
right now mute the song,mute,en,,,,
sæt det på pause med det samme,pause,da,,,,
would you stop playing,stop,en,,,,
lad det spille videre med det samme,resume,da,,,,
vil du venligst skrue ned for lyden,volumeDown,da,,,,
can you play favorite four,playFavoriteByNumber,en,,,4,
stop lydløs,unmute,da,,,,
right away no more music,stop,en,,,,
drop det hurtigt,cancel,da,,,,
i'd like you to disconnect now,leaveSpeaker,en,,,,
mindre volumen,volumeDown,da,,,,
vil du venligst sætte lydstyrken til tredive,setVolume,da,30,,,
which favorites are there right away,listFavorites,en,,,,
må jeg bede dig om at adskille højttaleren,leaveSpeaker,da,,,,
real quick add eggs to my shopping list,unknown,en,,,,
vil du afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
continue the song,resume,en,,,,
would you put the volume at ninety,setVolume,en,90,,,
bump the volume real quick,volumeUp,en,,,,
start playing,playDefault,en,,,,
kan du sætte The Daily på,playNamed,da,,,,
i would like you to play something,playDefault,en,,,,
nævn mine favoritter,listFavorites,da,,,,
jeg vil gerne have at du afspille P4,playNamed,da,,,,
all right,confirm,en,,,,
quickly decrease volume by 20,volumeDown,en,,20,,
hurtigt jeg vil have ro,stop,da,,,,
ville du venligst sætte musik på,playDefault,da,,,,
can you play The Voice,playNamed,en,,,,Voice
can you join the dining room,joinSpeaker,en,,,,
sluk for lyden nu,mute,da,,,,
now i need you to resume,resume,en,,,,
højere med ti,volumeUp,da,,10,,
now actually no,cancel,en,,,,
regner det i morgen,unknown,da,,,,
spil classical,playNamed,da,,,,classical
unpause now,resume,en,,,,
hurtigt jeg vil høre noget igen,unmute,da,,,,
now abort it,cancel,en,,,,
venligst skru ned med 20,volumeDown,da,,20,,
back out real quick,cancel,en,,,,
would you set volume to 45,setVolume,en,45,,,
right away pause the audio,pause,en,,,,
stop det,stop,da,,,,
i need you to put the volume at 35,setVolume,en,35,,,
play again,resume,en,,,,
med det samme jeg vil høre noget igen,unmute,da,,,,
lidt højere,volumeUp,da,,,,
right away stop,stop,en,,,,
i want you to mute the speaker,mute,en,,,,
genoptag afspilningen,resume,da,,,,
skift til lydstyrke 99,setVolume,da,99,,,
right now carry on playing,resume,en,,,,
hurtigt pause,pause,da,,,,
kindly put on Radio 100,playNamed,en,,,,Radio 100
go silent,mute,en,,,,
afspil favorit nummer 6,playFavoriteByNumber,da,,,6,
just pump it up,volumeUp,en,,,,
med det samme lås døren,unknown,da,,,,
would you put on a song,playDefault,en,,,,
put something on,playDefault,en,,,,
real quick go ahead and kill the sound,mute,en,,,,
ville du venligst spille Classic FM,playNamed,da,,,,
hurtigt hæv lydstyrken med 15,volumeUp,da,,15,,
vær venlig at spille med soveværelset,joinSpeaker,da,,,,
i need you to change the volume to 25,setVolume,en,25,,,
i want you to play number nine,playFavoriteByNumber,en,,,9,
list my favourites right now,listFavorites,en,,,,
real quick i'd like you to keep playing,resume,en,,,,
real quick ya,confirm,en,,,,
right now enough already,stop,en,,,,
sæt Taylor Swift,playNamed,da,,,,Taylor Swift
hurtigt sæt musik på,playDefault,da,,,,
ville du venligst ændre lydstyrken til 15,setVolume,da,15,,,
quickly changed my mind,cancel,en,,,,
spil det jeg hørte sidst med det samme,playDefault,da,,,,
bekræft med det samme,confirm,da,,,,
can you play with the basement,joinSpeaker,en,,,,
vær så venlig at forbinde med ovenpå,joinSpeaker,da,,,,
kunne du slukke for lyden,mute,da,,,,
remove from group right away,leaveSpeaker,en,,,,
vil du venligst forbinde med soveværelset,joinSpeaker,da,,,,
i want you to separate this speaker,leaveSpeaker,en,,,,
please play favorite one,playFavoriteByNumber,en,,,1,
set volume to twenty,setVolume,en,20,,,
med det samme gør det,confirm,da,,,,
kan du venligst ændre lydstyrken til fem,setVolume,da,5,,,
right away don't,cancel,en,,,,
vær så venlig at afspille P2,playNamed,da,,,,
venligst hvad står der i min kalender,unknown,da,,,,
play in the bedroom too,joinSpeaker,en,,,,
klart hurtigt,confirm,da,,,,
skru op 15,volumeUp,da,,15,,
would you mind to join the upstairs speaker,joinSpeaker,en,,,,
show favourites right away,listFavorites,en,,,,
kan du venligst sætte hip hop på,playNamed,da,,,,
fine real quick,confirm,en,,,,
right now let it resume,resume,en,,,,
må jeg bede dig om at afspille Kim Larsen,playNamed,da,,,,
spil hurtigt,playDefault,da,,,,
ville du sætte lydstyrken til halvfjerds,setVolume,da,70,,,
silence the speaker real quick,mute,en,,,,
end playback now,stop,en,,,,
right away turn it down by ten,volumeDown,en,,10,,
vær venlig at forbinde med kontoret,joinSpeaker,da,,,,
ville du tilslutte haven,joinSpeaker,da,,,,
turn on the audio,unmute,en,,,,
right now who made you,unknown,en,,,,
list favoritterne,listFavorites,da,,,,
indstil lydstyrken til 99,setVolume,da,99,,,
sæt lidt musik på,playDefault,da,,,,
venligst vær så venlig at stoppe afspilningen,stop,da,,,,
get back to it,resume,en,,,,
i'd like you to keep playing,resume,en,,,,
join the group with the hallway,joinSpeaker,en,,,,
hurtigt skru ned 15,volumeDown,da,,15,,
jeg vil gerne have at du indstille lydstyrken til tredive,setVolume,da,30,,,
confirm,confirm,en,,,,
right now all right then,confirm,en,,,,
sæt favorit 3 på,playFavoriteByNumber,da,,,3,
would you mind to put on P5,playNamed,en,,,,P5
quickly quieter by 20,volumeDown,en,,20,,
go ahead and tell me my favorites,listFavorites,en,,,,
vær så venlig at pause,pause,da,,,,
slå på lydløs,mute,da,,,,
go ahead and leave the group,leaveSpeaker,en,,,,
could you play favorite 9,playFavoriteByNumber,en,,,9,
could you kindly kill the music,stop,en,,,,
med det samme genoptag musikken,resume,da,,,,
turn it down by twenty-five real quick,volumeDown,en,,25,,
hurtigt vær så venlig at pause,pause,da,,,,
naw now,cancel,en,,,,
merge with the office,joinSpeaker,en,,,,
i need you to put the volume at 30,setVolume,en,30,,,
med det samme stop gruppering,leaveSpeaker,da,,,,
translate hello to french now,unknown,en,,,,
turn down the volume right now,volumeDown,en,,,,
ingen lyd tak med det samme,mute,da,,,,
skru op med 5 hurtigt,volumeUp,da,,5,,
sæt Radio 100 på,playNamed,da,,,,Radio 100
fine by me real quick,confirm,en,,,,
vær så venlig at afspille The Beatles,playNamed,da,,,,
må jeg bede dig om at tænde lyden igen,unmute,da,,,,
nu læs favoritterne op,listFavorites,da,,,,
bare det er ikke rigtigt,cancel,da,,,,
lyd på,unmute,da,,,,
ville du sætte Adele på,playNamed,da,,,,
jeg vil gerne have at du pause afspilningen,pause,da,,,,
vent et øjeblik,pause,da,,,,
could you please play hip hop,playNamed,en,,,,hip hop
pause musikken,pause,da,,,,
lige start igen,resume,da,,,,
real quick disconnect from the group,leaveSpeaker,en,,,,
right now play the usual,playDefault,en,,,,
mute it,mute,en,,,,
i need you to stop now,stop,en,,,,
sæt P4,playNamed,da,,,,P4
i'd like you to turn it down,volumeDown,en,,,,
i want you to change the volume to 20,setVolume,en,20,,,
stop den hurtigt,stop,da,,,,
what's the score of the game real quick,unknown,en,,,,
decrease volume by 30 right away,volumeDown,en,,30,,
unsync this,leaveSpeaker,en,,,,
ville du venligst indstille lydstyrken til 35,setVolume,da,35,,,
could you please pause it,pause,en,,,,
jeg vil bede dig om at pause musikken,pause,da,,,,
vent her med det samme,pause,da,,,,
i would like you to resume now,resume,en,,,,
vil du venligst sætte musik på,playDefault,da,,,,
right now separate,leaveSpeaker,en,,,,
right now restore audio,unmute,en,,,,
bare fjern mig fra gruppen,leaveSpeaker,da,,,,
vil du afspille favorit nummer tre,playFavoriteByNumber,da,,,3,
go ahead and freeze the music,pause,en,,,,
just do not,cancel,en,,,,
med det samme afspil noget musik,playDefault,da,,,,
could you kindly join the dining room,joinSpeaker,en,,,,
kobl med badeværelset,joinSpeaker,da,,,,
would you mind to put on Genstart,playNamed,en,,,,Genstart
skru op for lyden,volumeUp,da,,,,
hvad kan du,unknown,da,,,,
må jeg bede dig om at starte musikken,playDefault,da,,,,
just play a game,unknown,en,,,,
jeg vil gerne have at du indstille lydstyrken til 75,setVolume,da,75,,,
right now raise the volume by 30,volumeUp,en,,30,,
unmute now,unmute,en,,,,
right now on second thought no,cancel,en,,,,
vil du afspille favorit nummer 2,playFavoriteByNumber,da,,,2,
now resume my music,playDefault,en,,,,
vær så venlig at fjerne dæmpningen hurtigt,unmute,da,,,,
hurtigt tilbage til normal lyd,unmute,da,,,,
just indeed,confirm,en,,,,
i would like you to resume right now,resume,en,,,,
quickly correct,confirm,en,,,,
lige lyder fint,confirm,da,,,,
please put on Nova FM,playNamed,en,,,,Nova FM
go ahead right away,confirm,en,,,,
kunne du sætte lydstyrken til 20,setVolume,da,20,,,
venligst stop den,stop,da,,,,
quickly how do i bake a cake,unknown,en,,,,
venligst mere volumen,volumeUp,da,,,,
vis hele listen nu,listFavorites,da,,,,
now text my wife,unknown,en,,,,
hold op,stop,da,,,,
det passer nu,confirm,da,,,,
volume fifty,setVolume,en,50,,,
hurtigt hvad skal jeg spise til aften,unknown,da,,,,
vær så venlig at spille med køkkenet,joinSpeaker,da,,,,
right now resume playing,resume,en,,,,
would you play Mads og Monopolet,playNamed,en,,,,Mads og Monopolet
volume up five,volumeUp,en,,5,,
må jeg bede dig om at tilslutte stuen,joinSpeaker,da,,,,
match the bathroom,joinSpeaker,en,,,,
can you lower the volume,volumeDown,en,,,,
må jeg bede dig om at læse mine favoritter op,listFavorites,da,,,,
put on some music now,playDefault,en,,,,
would you mind to put on Radio 100,playNamed,en,,,,Radio 100
louder by five real quick,volumeUp,en,,5,,
yup now,confirm,en,,,,
nu sæt lidt musik på,playDefault,da,,,,
nu spil igen,resume,da,,,,
absolutely right away,confirm,en,,,,
venligst hvad har jeg på listen,listFavorites,da,,,,
pause for a moment right away,pause,en,,,,
just i'd like you to stop playing,stop,en,,,,
play P7,playNamed,en,,,,P7
kan du afspille favorit nummer fem,playFavoriteByNumber,da,,,5,
vil du venligst spille Mew,playNamed,da,,,,
quieter by thirty,volumeDown,en,,30,,
turn it up by ten real quick,volumeUp,en,,10,,
i would like you to play Kim Larsen,playNamed,en,,,,Kim Larsen
afspil favorit nummer ti,playFavoriteByNumber,da,,,10,
afspil nummer 10,playFavoriteByNumber,da,,,10,
kill the music now,stop,en,,,,
nu naturligvis,confirm,da,,,,
hurtigt sæt noget på,playDefault,da,,,,
lige jeg vil gerne høre musik,playDefault,da,,,,
vil du venligst sænke lydstyrken,volumeDown,da,,,,
må jeg bede dig om at dæmpe lyden,mute,da,,,,
min favoritliste,listFavorites,da,,,,
med det samme højere med fem,volumeUp,da,,5,,
could you please stop,stop,en,,,,
kindly resume the music,resume,en,,,,
right away stop the music,stop,en,,,,
play my usual,playDefault,en,,,,
kunne du forbinde med stuen,joinSpeaker,da,,,,
hurtigt sæt noget musik på,playDefault,da,,,,
vær venlig at tænde lyden igen,unmute,da,,,,
hurtigt skru ned med fem,volumeDown,da,,5,,
quickly leave the cluster,leaveSpeaker,en,,,,
begynd at spille,playDefault,da,,,,
i need you to play music,playDefault,en,,,,
vær venlig at sætte lydstyrken til 60,setVolume,da,60,,,
hurtigt sluk for sangen,stop,da,,,,
bare ophæv dæmpningen,unmute,da,,,,
right away quieter by twenty,volumeDown,en,,20,,
right now restore the volume,unmute,en,,,,
i want you to play music,playDefault,en,,,,
could you play BBC Radio 4,playNamed,en,,,,BBC Radio 4
kunne du venligst sætte electronic på,playNamed,da,,,,
right away go ahead and turn it down,volumeDown,en,,,,
venligst skru op 10,volumeUp,da,,10,,
kindly separate this speaker,leaveSpeaker,en,,,,
please bring back the sound,unmute,en,,,,
skru ned med tredive,volumeDown,da,,30,,
kan du sætte lydstyrken til 55,setVolume,da,55,,,
ville du venligst sætte afslapningsmusik på,playNamed,da,,,,
i need you to turn it down,volumeDown,en,,,,
kindly play number 3,playFavoriteByNumber,en,,,3,
sænk volumen med det samme,volumeDown,da,,,,
no more music right now,stop,en,,,,
right now go quiet,mute,en,,,,
just mute it,mute,en,,,,
lydstyrken på femten,setVolume,da,15,,,
lyd fra med det samme,mute,da,,,,
nu mere lydstyrke,volumeUp,da,,,,
right away i want you to keep playing,resume,en,,,,
which favourites do i have right away,listFavorites,en,,,,
could you please play with the bathroom,joinSpeaker,en,,,,
right away volume up 5,volumeUp,en,,5,,
vil du forbinde med spisestuen,joinSpeaker,da,,,,
kan du venligst dæmpe lyden,mute,da,,,,
i want you to turn off the music,stop,en,,,,
volume level 95,setVolume,en,95,,,
kan du venligst spille noget,playDefault,da,,,,
vær venlig at skrue ned,volumeDown,da,,,,
yes do it real quick,confirm,en,,,,
nu vær så venlig at ophæve grupperingen,leaveSpeaker,da,,,,
hurtigt ikke denne gang,cancel,da,,,,
jeg vil gerne have at du holde pause,pause,da,,,,
i'd like you to join the patio,joinSpeaker,en,,,,
i'd like you to ungroup right away,leaveSpeaker,en,,,,
hvilken dag er det nu,unknown,da,,,,
now restore the sound,unmute,en,,,,
skru op hurtigt,volumeUp,da,,,,
lige højere med ti,volumeUp,da,,10,,
i need you to change the volume to eighty,setVolume,en,80,,,
could you kindly put the volume at 85,setVolume,en,85,,,
spil samtidig med kontoret,joinSpeaker,da,,,,
would you play morgenmusik,playNamed,en,,,,morgenmusik
i want it to stop,stop,en,,,,
forbind til stuen,joinSpeaker,da,,,,
go ahead and play number ten,playFavoriteByNumber,en,,,10,
fortæl mig mine favoritter,listFavorites,da,,,,
hurtigt afkobl,leaveSpeaker,da,,,,
real quick silence it,mute,en,,,,
just increase volume by 5,volumeUp,en,,5,,
ok tak nu,confirm,da,,,,
i'd like you to lower the volume,volumeDown,en,,,,
schedule a meeting for tomorrow real quick,unknown,en,,,,
ville du venligst ændre lydstyrken til 45,setVolume,da,45,,,
would you mind to put on Daft Punk,playNamed,en,,,,Daft Punk
would you play number nine,playFavoriteByNumber,en,,,9,
right away raise the volume by 25,volumeUp,en,,25,,
ville du venligst tilslutte spisestuen,joinSpeaker,da,,,,
kunne du venligst spille favorit 3,playFavoriteByNumber,da,,,3,
real quick cancel,cancel,en,,,,
jeg vil bede dig om at fortælle mig mine favoritter,listFavorites,da,,,,
right now exit mute,unmute,en,,,,
kindly play number seven,playFavoriteByNumber,en,,,7,
right away actually no,cancel,en,,,,
spil her og i spisestuen,joinSpeaker,da,,,,
hæv lydstyrken med ti,volumeUp,da,,10,,
hurtigt oversæt dette til tysk,unknown,da,,,,
that's correct right away,confirm,en,,,,
vil du sætte This American Life på,playNamed,da,,,,
hurtigt spil mit sædvanlige,playDefault,da,,,,
i need you to end the music,stop,en,,,,
quickly give me some music,playDefault,en,,,,
med det samme kast en terning,unknown,da,,,,
hurtigt afsynkroniser,leaveSpeaker,da,,,,
go ahead and ungroup,leaveSpeaker,en,,,,
would you please resume,resume,en,,,,
ville du venligst spille rock,playNamed,da,,,,
godt,confirm,da,,,,
can you please play with the hallway,joinSpeaker,en,,,,
could you please play P3,playNamed,en,,,,P3
can you please set volume to eighty,setVolume,en,80,,,
perfekt hurtigt,confirm,da,,,,
quickly ungroup the speakers,leaveSpeaker,en,,,,
vil du venligst holde op,stop,da,,,,
volume at thirty,setVolume,en,30,,,
mute this,mute,en,,,,
volume down thirty real quick,volumeDown,en,,30,,
spil det sædvanlige nu,playDefault,da,,,,
ungroup the speakers,leaveSpeaker,en,,,,
vil du spille med ovenpå,joinSpeaker,da,,,,
jeg vil bede dig om at afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
would you please mute the speaker,mute,en,,,,
lige vær så venlig at genoptage,resume,da,,,,
vær så venlig at ændre lydstyrken til 35,setVolume,da,35,,,
bare hvad er klokken,unknown,da,,,,
do you have feelings now,unknown,en,,,,
nu ja sikkert,confirm,da,,,,
would you put the volume at 100,setVolume,en,100,,,
i need you to play with the basement,joinSpeaker,en,,,,
favoritlisten,listFavorites,da,,,,
hurtigt stop den,stop,da,,,,
quickly tell me what's in favorites,listFavorites,en,,,,
vær så venlig at forbinde med haven,joinSpeaker,da,,,,
vil du venligst skrue ned,volumeDown,da,,,,
yup right away,confirm,en,,,,
vær så venlig at forbinde med entréen,joinSpeaker,da,,,,
turn it down,volumeDown,en,,,,
kunne du venligst stoppe afspilningen,stop,da,,,,
right away raise it,volumeUp,en,,,,
vil du afspille klassisk,playNamed,da,,,,
just any sports updates,unknown,en,,,,
send a message to john real quick,unknown,en,,,,
venligst annuller,cancel,da,,,,
pause it,pause,en,,,,
venligst vent nej,cancel,da,,,,
med det samme lyd til,unmute,da,,,,
quickly exit mute,unmute,en,,,,
perfekt,confirm,da,,,,
i would like you to show me my favorites,listFavorites,en,,,,
right now hold the audio,pause,en,,,,
ophæv pause,resume,da,,,,
let it play right away,resume,en,,,,
would you mind to carry on,resume,en,,,,
stop helt nu,stop,da,,,,
wait no,cancel,en,,,,
lige vis favoritterne,listFavorites,da,,,,
could you please play music,playDefault,en,,,,
could you kindly keep playing,resume,en,,,,
nu skru ned 30,volumeDown,da,,30,,
right away absolutely,confirm,en,,,,
flip a coin,unknown,en,,,,
could you kindly play number five,playFavoriteByNumber,en,,,5,
i need you to bring back the sound,unmute,en,,,,
kan du slukke for musikken,stop,da,,,,
right away lower the volume,volumeDown,en,,,,
kan du venligst sætte på pause,pause,da,,,,
må jeg bede dig om at fortælle mig mine favoritter,listFavorites,da,,,,
would you mind to keep playing,resume,en,,,,
må jeg bede dig om at stoppe afspilningen,stop,da,,,,
right now remove mute,unmute,en,,,,
vil du venligst ophæve grupperingen,leaveSpeaker,da,,,,
hurtigt hæv lydstyrken,volumeUp,da,,,,
could you please show me my favorites,listFavorites,en,,,,
now scratch that,cancel,en,,,,
right now read the favorites,listFavorites,en,,,,
right away start playing again,resume,en,,,,
i would like you to play number six,playFavoriteByNumber,en,,,6,
when is sunset,unknown,en,,,,
jeg vil bede dig om at adskille højttaleren,leaveSpeaker,da,,,,
kunne du spille musik,playDefault,da,,,,
skru lidt ned,volumeDown,da,,,,
right away resume from where it stopped,resume,en,,,,
kunne du venligst sætte Pink Floyd på,playNamed,da,,,,
play favorite number 7,playFavoriteByNumber,en,,,7,
can you pause it,pause,en,,,,
yes do it,confirm,en,,,,
vil du venligst spille favorit 9,playFavoriteByNumber,da,,,9,
må jeg bede dig om at skrue op for lyden,volumeUp,da,,,,
lige hvornår står solen op,unknown,da,,,,
list favourites,listFavorites,en,,,,
go ahead and set volume to seventy,setVolume,en,70,,,
kan du venligst tilslutte køkkenet,joinSpeaker,da,,,,
go on,resume,en,,,,
